name,lat,lon,住所
東京消防庁東村山消防署,35.753146566823226,139.45063355542632,〒189-0023 東京都東村山市美住町２丁目２８−１６
東京消防庁立川消防署,35.720454780311314,139.40636997700207,〒190-0015 東京都立川市泉町１１５６−１
